CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS
Museums,Jewish Museum,1109 Fifth Ave ,10128,(212) 423-3200,http://www.thejewishmuseum.org/index.php,Not available
Museums,John J. Harvey Fireboat,Pier 66 at West 26th Street ,10001,Not available,http://www.fireboat.org/,Not available
Museums,King Manor Museum,152-01 Jamaica Avenue ,11432,(718) 206-0545,http://www.kingmanor.org/,Not available
Museums,Kingsland Homestead,143-35 37th Avenue ,11354,(718) 206-0545,http://www.queenshistoricalsociety.org/kingsland.html,Not available
Museums,LaGuardia and Wagner Archives,31-10 Thomson Ave. Fiorello H. LaGuardia Community College/CUNY Room E-238,11101,(718) 482-5065,http://www.laguardiawagnerarchive.lagcc.cuny.edu/defaultc.htm,Not available
Museums,Lee Young Hee Museum of Korean Culture,2 West 32nd Street Suite 301,10001,(212) 560-0722,http://www.lyhkm.org/,Not available
Museums,Lefferts Historic House,Prospect Park Willink Entrance Flatbush and Ocean Avenues and Empire Boulevard,11215,(718) 789-2822,http://www.prospectpark.org/visit/places/lefferts,Not available
Museums,Madame Tussauds Wax Museum,234 W. 42nd Street ,10036,(800) 246-8872,http://www.madametussauds.com/NewYork/,Not available
Museums,Merchant's House Museum,29 East Fourth Street ,10003,(212) 777-1089,http://www.merchantshouse.com/,Not available
Museums,Metropolitan Museum of Art (MET),1000 Fifth Avenue ,10028,(212) 535-7710,http://www.metmuseum.org/,Not available
Museums,Mexican Cultural Institute of New York,27 E. 39th St. ,10016,(212) 217-6422,http://www.lavitrina.com/,Not available
Museums,Morgan Library and Museum,225 Madison Avenue ,10016,(212) 685-0008,http://www.themorgan.org/home.asp,Not available
Museums,Morris-Jumel Mansion,65 Jumel Terrace ,10032,(212) 923-8008,http://www.morrisjumel.org/,Not available
Museums,Mount Vernon Hotel Museum & Garden,421 East 61 Street ,10021,(212) 838-6878,http://www.mvhm.org/,Not available
Museums,Municipal Art Society,457 Madison Avenue ,10022,(212) 935-3960,http://mas.org/,Not available
Museums,Museum for African Art,36-01 43rd Avenue 3rd Floor,11101,(718) 784-7700,http://www.africanart.org/,Not available
Museums,Museum of American Finance,48 Wall Street ,10005,(212) 908-4110,http://www.moaf.org/index,Not available
Museums,Museum of American Illustration,128 E. 63d St. ,10021,(212) 838-2560,http://societyillustrators.org/museum/index.cms,Not available
Museums,Museum of Arts & Design (MAD),2 Columbus Circle ,10019,(212) 299-7777,http://www.madmuseum.org/,Not available
Museums,Museum of Biblical Art,1865 Broadway ,10023,(212) 408-1200,http://www.mobia.org/,Not available
Museums,Museum Of Chinese In America,215 Centre Street ,10013,(212) 619-4785,http://www.mocanyc.org/,Not available
Museums,Museum of Comic and Cartoon Art (MoCCA),594 Broadway Suite 401,10012,(212) 254 3511,http://www.moccany.org/,Not available
Museums,Museum of Contemporary African Diasporan Arts (MoCADA),80 Hanson Place ,11217,(718) 230-0492,http://www.mocada.org/,Not available
Museums,Museum of Jewish Heritage,36 Battery Place ,10280,(646) 437-4200,http://www.mjhnyc.org/index.htm,Not available
Museums,Museum of Modern Art (MoMA),11 West 53rd Street ,10019,(212) 708-9400,http://www.moma.org/,Not available
Museums,Museum of the City of New York,1220 Fifth Avenue ,10029,(212) 534-1672,http://www.mcny.org,Not available
Museums,Museum of the Moving Image,35 Avenue at 36 Street ,11106,(718) 784-4520,http://www.movingimage.us/site/site.php,Not available
Museums,National Academy Museum,1083 5th Avenue ,10128,(212) 369-4880,https://nationalacademy.org/index.asp,Not available
Museums,National Lighthouse Museum,1 Lighthouse Plaza ,10301,(718) 556-1681,http://statenislandusa.com/pages/lighthouse.html,Not available
Museums,National Museum of the American Indian,1 Bowling Green ,10004,(212) 514-3700,http://www.nmai.si.edu/,Not available
Museums,National September 11 Memorial & Museum at the World Trade Center,1 Liberty Plaza 20th Floor,10006,(212) 227-7722,http://www.911memorial.org/,Not available
Museums,Neue Galerie New York,1048 Fifth Avenue ,10028,(212) 628-6200,http://www.neuegalerie.org/,Not available
Museums,New Museum of Contemporary Art,235 Bowery ,10002,(212) 219-1222,http://www.newmuseum.org/,Not available
Museums,New York City Fire Museum,278 Spring Street ,10012,(212) 691-1303,http://www.nycfiremuseum.org/,Not available
Museums,New York City Police Museum,100 Old Slip ,10038,(212) 480-3100,http://www.nycpolicemuseum.org/,Not available
Museums,New York Hall of Science,47-01 111th Street ,11368,(718) 699-0005,http://www.nysci.org/,Not available
Museums,New York Historical Society,2 West 77th Street ,10024,(212) 873-3400,https://www.nyhistory.org/web/,Not available
Museums,New York Tolerance Center,50 E 42nd St ,10017,(212) 697-1180,http://www.kintera.org/site/pp.asp?c=fwLYKnN8LzH&b=242506,Not available
Museums,New York Transit Museum,Boerum Pl. & Schermenhorn Street ,11201,(718) 694-4915,http://www.mta.info/mta/museum/,Not available
Museums,Nicholas Roerich Museum,319 West 107 Street ,10025,(212) 864-7752,http://www.roerich.org/,Not available
Museums,Noble Maritime Collection,1000 Richmond Terrace ,10301,(718) 447-6490,http://www.noblemaritime.org/,Not available
Museums,Old Stone House,326 5th Avenue ,11215,(718) 768-3195,http://www.theoldstonehouse.org/,Not available
Museums,P.S. 1 Contemporary Art Center,22-25 Jackson Ave. ,11101,(718) 784-2084,http://www.ps1.org/,Not available
Museums,Paley Center For Media (formerly Museum Of Television & Radio),25 West 52 Street ,10019,(212) 621-6800,http://www.paleycenter.org/,Not available
Museums,Queens Art Museum - Bulova Corporate Center,75-20 Astoria Blvd. ,11386,(516) 624-1910,http://www.bdg.net/properties/1/,Not available
Museums,Queens County Farm Museum,73-50 Little Neck Parkway ,11004,(718) 347-3276,http://www.queensfarm.org/,Not available
Museums,Queens Museum of Art,Queens Museum of Art Flushing Meadows Corona Park,11368,(718) 592-9700,http://www.queensmuseum.org/,Not available
Museums,Rose Center for Earth and Space (Hayden Planetarium),15 West 81st Street ,10024,(212) 769-5100,http://www.haydenplanetarium.org/index.php,Not available
Museums,Rose Museum at Carnegie Hall,154 West 57th Street ,10019,(212) 903-9629,http://www.carnegiehall.org/textSite/the_basics/art_museum_archives.html,Not available
Museums,Rubin Museum of Art,150 West 17th Street ,10011,(212) 620-5000,http://www.rmanyc.org/,Not available
Museums,Scandinavia House: The Nordic Center in America,58 Park Ave. ,10016,(212) 879-9779,http://www.scandinaviahouse.org/,Not available
Museums,Schomburg Center for Research in Black Culture,515 Malcolm X Boulevard ,10037,(212) 491-2200,http://www.nypl.org/research/sc/sc.html,Not available
Museums,School of Visual Arts Museum,209 E. 23rd St. ,10010,(212) 592-2145,http://www.schoolofvisualarts.edu/sa/index.jsp?sid0=201&page_id=482&event_id=865,Not available
Museums,Seguine Mansion,440 Seguine Avenue ,10307,(718) 667-6042,http://www.historichousetrust.org/item.php?i_id=38,Not available
Museums,Skyscraper Museum,39 Battery Place ,10280,(212) 968-1961,http://www.skyscraper.org/home.htm,Not available
Museums,Solomon R. Guggenheim Museum,1071 Fifth Avenue ,10128,(212) 423-3500,http://www.guggenheim.org/,Not available
Museums,Sony Wonder Technology Lab,550 Madison Ave Sony Plaza,10022,(212) 833-8100,http://wondertechlab.sony.com/,Not available
Museums,South Street Seaport Museum,12 Fulton Street ,10038,(212) 748-8600,http://www.southstreetseaportmuseum.org/,Not available
Museums,Staten Island Children's Museum,1000 Richmond Terr. ,10301,(718) 273-2060,http://www.statenislandkids.org/,Not available
Museums,Staten Island Museum / Staten Island Institute of Arts & Sciences,75 Stuyvesant Pl. ,10301,(718) 727-1135,http://www.statenislandmuseum.org/,Not available
Museums,Studio Museum in Harlem,144 West 125th Street ,10027,(212) 864-4500,http://www.studiomuseum.org,Not available
Museums,Tenement Museum,108 Orchard Street ,10002,(212) 431-0233,http://www.tenement.org/,Not available
Museums,"The Freakatorium, El Museo Loco",57 Clinton St. ,10002,(212) 375-0475,http://www.freakatorium.com/,Not available
Museums,The Jazz Museum in Harlem,104 E. 126th Street Suite 2D,10035,(212) 348-8300,http://www.jazzmuseuminharlem.org/,Not available
Museums,The Jewish Children's Museum,792 Eastern Pkwy ,11213,(718) 467-0600,http://www.jcmonline.org/,Not available
Museums,The Museum at FIT,7th Avenue at West 27th Street ,10001,(212) 217-5800,http://www.fitnyc.edu/306.asp,Not available
Museums,Theodore Roosevelt Birthplace,28 East 20th Street ,10003,(212) 260-1616,http://www.nps.gov/thrb/index.htm,Not available
Museums,Ukrainian Museum,222 East 6th Street ,10003,(212) 228-0110,http://www.ukrainianmuseum.org/,Not available
Museums,Valentine-Varian House,3266 Bainbridge Ave. ,10467,(718) 881-8900,http://www.museumregister.com/US/NewYork/Bronx/ValentineVarianHouse/Info.html,Not available
Museums,Van Cortlandt House Museum,VAN CRTLANDT MANSION Broadway at West 246th Street,10471,(718) 543-3344,http://www.vancortlandthouse.org/,Not available
Museums,Wave Hill,West 249th Street & Independence Avenue ,10471,(718) 549-3200,http://wavehill.org/visit/,Not available
Museums,Whitney Museum of American Art,945 Madison Ave. ,10021,(212) 570-3600,http://www.whitney.org/,Not available
Museums,Wyckoff Farmhouse Museum,5816 Clarendon Ave ,11203,(718) 629-5400,http://www.wyckoffassociation.org/,Not available
Museums,Leo Baeck Institute,15 W. 16th St. ,10011,(212) 744-6400,http://www.lbi.org/,Not available
Museums,American Sephardi Federation / Sephardic House,15 W. 16th St. ,10011,(212) 294-8350,http://www.americansephardifederation.org/,Not available
Museums,YIVO Institute for Jewish Research,15 W. 16th St. ,10011,(212) 246-6860,http://www.yivoinstitute.org/,Not available
Museums,American Jewish Historical Society,15 W. 16th St. ,10011,(212) 294-6160,http://www.ajhs.org/,Not available
Museums,Yeshiva University Museum,15 W. 16th St. ,10011,(212) 294-8330,http://www.yumuseum.org/,Not available
Museums,Center For Jewish History,15 W. 16th St. ,10011,(212) 294-8301,http://www.cjh.org,Not available
