CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS
Hiking Trail,Gretta Moulton Trail/Green Trail,200 feet ahead of parking lot at the terminus of Nevada Avenue,10306,Not Available,Not Available,"The trail head of this circular trail is off the High Rock Park access road near the Nevada Avenue entrance.  The hike takes you along kettle ponds and knobs, formations characteristic of terminal moraine topography.  The upland forest includes a patch of persimmon trees.  The trail is also known as the Gretta Moulton Trail in honor of an ardent Greenbelt supporter.  Bathrooms nearby."
Hiking Trail,High Rock Park Lavender Trail,200 feet ahead of parking lot at the terminus of Nevada Avenue,10306,Not Available,Not Available,"Jewelweed, skunk cabbage, and various grasses and water plants can be seen, along with black water snakes, snapping turtles, and spring peepers.  Bathrooms nearby."
Hiking Trail,Deere Park Blue Trail,Staten Island Boulevard,10301,Not Available,Not Available,"This is the Greenbelt&rsquo;s longest marked trail.  Its northeastern trailhead at the Greenbelt&rsquo;s Deere Park can be accessed from Staten Island Boulevard.  Walk the trail to its end, near the Brielle Avenue-Roanoake Street intersection in Willowbrook, and you will either pass through or have a view of each of the Greenbelt&rsquo;s five distinct vegetation zones."
Hiking Trail,Cass Gallagher Nature Trail,"A short walk in from the intersection of Broadway and Mosholu Avenue, near the horse stables",10301,Not Available,Not Available,Not Available
Hiking Trail,John Kieran Trail,Enter at Golf Course via Van Cortlandt Park South and Bailey Avenue.,10471,Not Available,Not Available,"Maps are available at the Van Cortlandt Nature Center. Named in 1988 for the famed naturalist and newspaperman, this trail journeys through the park's lake area and freshwater wetlands, passing Tibbet's Brook via a wooden bridge perfect for birding, and forms a loop with the Parade Ground."
Hiking Trail,John Muir Trail,Enter either at Broadway & Mosholu Avenue or Van Cortlandt Park East & Oneida Avenue.,10467,Not Available,Not Available,"Travel through three ecologically distinct forests on this 1.5 mile route, the only trail in Van Cortlandt Park to traverse the park from east to west. The trail will lead you through park's Northeast Forest, home to red oak, sweetgum, and tulip trees, as well as a frog-filled marsh; the Croton Woods and its sugar maple and hickory trees, as well as the Old Croton Aqueduct; and the hilly Northwest Forest, home to stately tulip, oak, and hickory trees."
Hiking Trail,Old Croton Aqueduct Trail,Enter Trail at either Dickinson Avenue & Van Cortlandt Park South or Mosholu Parkway & West Gun Hill Road. ,10510 ,Not Available,Not Available,[Trail renovations will begin soon. Please bear with us as we correct erosion and rebuild paths.] This segment is part of the 41-mile-long aqueduct that brought water from the Croton Dam to New York City in the 1800s.
Hiking Trail,Putnam Trail,Enter the park at Van Cortlandt Park South and Bailey Avenue.,10579 ,Not Available,Not Available,"This section of the 15-mile trail that runs up to Brewster, NY may be accessed by the Van Cortlandt Golf Course parking lot.  Native hardwood (oak-hickory) forest, historically significant route (former railroad route that ran through the park into the 1980s!)"
Hiking Trail,Arden Woods Trail,Arden & Legate Avenue,10312,Not Available,Not Available,Not Available
Hiking Trail,Wolfe's Pond Trail,Hylan Boulevard & Cornelia Avenue,10309,Not Available,Not Available,"Both hikers and mountain bikers can explore miles of trails in this south shore location. Trails contain easy, moderate, and difficult terrain."
Hiking Trail,Long Pond Trail,Page Avenue & Eugene Street,11962 ,Not Available,Not Available,Not Available
Hiking Trail,Clove Lakes Park Trail,Victory Boulevard,10301,Not Available,Not Available,"Visitors can enjoy walks by its valley lakes, ascend pathways through wooded hills, pause along its picturesque bridges, or visit New York City&rsquo;s largest tulip tree."
Hiking Trail,Kazimiroff Trail,Hunter Island,10465,Not Available,Not Available,"Leave the city far behind on the Kazimiroff Nature Trail, which provides self-guided long and short loop paths around 189-acre Hunter Island, leading visitors along the island&rsquo;s wetland border, through its interior forest, and onto the shore of beautiful Orchard Beach."
Hiking Trail,Inwood Hill Park Hiking Trail,"Check out our <a href=""/park-features/hiking/inwood-hill-park"">Inwood Hill Trails</a> page for a map featuring entrances and directions to scenic locations.",10034,Not Available,Not Available,"Take a step back in time and imagine Manhattan as a forest grove of tulip trees, oaks, and maples. Inwood Hill Park&#39;s marked scenic sites or historic highlights trail will lead you to the top of the hill, where the park&#39;s oldest trees&mdash;two Cottonwoods planted before the park was established&mdash;still live."
Hiking Trail,Bronx River Forest Trail,Enter at East Gun Hill Road for Red Trail and Burke Avenue or East 204th St. for Blue Trail,10467,Not Available,Not Available,"<p>The Bronx River Forest trails offer a river respite from the busy Bronx nearby. Check out our <a href=""/park-features/hiking/bronx-river-forest"">Bronx River Forest Trails</a> page for a map and directions to scenic locations.</p>"
Hiking Trail,Conference House Park Trails,"Check out our <a href=""/park-features/hiking/conference-house-park"">Conference House Park Trails</a> page for a map and directions to scenic locations.",10307,Not Available,Not Available,"The Conference House Blue Trail extends from Shore Road and Satterlee Street all the way south to Brighton Street and Surf Avenue. Along the way, you can see a number of historic buildings, including the famed Conference House, and enjoy beautiful waterfront views of this beachside park."
Hiking Trail,Brookfield Park Hiking Trails,Enter at Brookfield Ave. & Arthur Kill Rd.,10308,Not Available,Not Available,"<p>Brookfield Park's trails offer access to more than 250 acres of parkland, including 16 acres of restored tidal wetlands. Check out our <a href=""/park-features/hiking/brookfield-park"">Brookfield Park Trails</a> page for a map and directions.</p>"
