CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS
Art Gallery,Pytlak Art Studio,573 Metropolitan Ave ,11211,(718) 599-1265,http://www.anitapytlak.net/uk/index.html,Not Available
Art Gallery,Queen Art Publishers Inc,481 Washington St ,10013,(212) 274-0237,http://www.lights.ca/publisher/db/9/3739.html,Not Available
Art Gallery,Questroyal Fine Art,903 Park Ave Apt 3A,10021,(212) 744-3586,http://www.questroyalfineart.com/,Not Available
Art Gallery,Rabenou Yris Ancient Arts,249 E 61st St ,10021,(212) 486-0661,http://www.antiquecollectiblestore.com/detail/48742/rabenou-yris-ancient-arts.html,Not Available
Art Gallery,Radio House Gallery,601 W 26th St ,10001,(212) 620-7630,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489D6139-3048-28EB-92ED919F6F1756B9,Not Available
Art Gallery,Rafael Gallery,241 E 59th St ,10022,(212) 744-8666,http://www.getfave.com/locations/888896-rafael-gallery,Not Available
Art Gallery,Rainbow Fine Art Inc,15 E 82nd St ,10028,(212) 585-2587,http://local.botw.org/New_York/New_York/Rainbow_Fine_Art_Inc/11030300.html,Not Available
Art Gallery,Ralph Chait Galleries Inc,724 5th Ave ,10019,(212) 397-2818,http://www.rmchait.com/,Not Available
Art Gallery,Randel Gallery Inc,49 East 78th Street 1B,10021,(212) 861-6650,http://www.antiquesandfineart.com/dealers/about.cfm?id=427&ap=1,Not Available
Art Gallery,Randolph & Tate Assocs,234 5th Ave ,10001,(212) 595-6302,http://directory.northjersey.com/randolph+tate+assocs.9.7658139p.home.html,Not Available
Art Gallery,Raphael Fodde Editions,70 WASHINGTON ST ,11201,(718) 624-6048,http://www.yelp.com/biz/raphael-fodde-editions-brooklyn,Not Available
Art Gallery,Rare art Gallery,521 W 26th St Bsmt ,10001,(212) 268-1520,http://www.rare-gallery.com/,Not Available
Art Gallery,Raydon Gallery,1091 Madison Ave ,10001,(212) 288-3555,http://www.rateitall.com/i-410005-raydon-gallery.aspx,Not Available
Art Gallery,Red Dot,140 W 22nd St ,10011,(212) 675-0448,http://www.rateitall.com/i-410007-red-dot.aspx,Not Available
Art Gallery,Reece Galleries Inc The,24 W 57th St ,10019,(212) 333-5830,http://www.reecegalleries.com/,Not Available
Art Gallery,Reeves Contemporary Inc,535 W 24th St ,10011,(212) 714-0044,http://www.cynthia-reeves.com/,Not Available
Art Gallery,Regina's Art Center,1921 Benson Ave ,11214,(718) 837-5807,http://www.reginasartcenter.com/contact.html,Not Available
Art Gallery,Rehs Galleries Inc,5 E 57th St Fl 8,10022,(212) 355-5710,http://www.rehs.com/,Not Available
Art Gallery,Reinhold Brown Gallery,1100 Madison Ave Ph,10028,(212) 734-7999,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489D6945-3048-28EB-92C3310EAAC2B0DD,Not Available
Art Gallery,Renaissance Gallery,300 W 147th St ,10039,(212) 234-0974,http://www.livevillage.com/newyork/art/renaissance-gallery.html,Not Available
Art Gallery,Resnick Ira Inc,133 E 58th St Ste 1001,10022,(212) 223-1009,http://www.nyc.com/search/find.aspx?secid=2&name=Resnick%20Ira%20Inc,Not Available
Art Gallery,Ricco Maresca Gallery,529 W 20th St ,10011,(212) 627-4819,http://www.riccomaresca.com,Not Available
Art Gallery,Richard Gray Gallery,1018 Madison Ave ,10021,(212) 472-8787,http://www.richardgraygallery.com/default.asp,Not Available
Art Gallery,Richard Solomon,305 E 50th St ,10022,(212) 223-9545,http://www.richardsolomon.com/,Not Available
Art Gallery,Richard York Gallery,21 E. 65th St. 2nd. Fl.,10065,(212) 772-9155,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489D6E92-3048-28EB-924791189BBB08A3,Not Available
Art Gallery,Rienzo Gallery,20 E 69th St ,10021,(212) 288-2226,http://www.artnet.com/Galleries/About.asp?G=&gid=166017&which=&rta=http://www.artnet.com,Not Available
Art Gallery,Ritter-Antik Inc,35 E 10th St ,10003,(212) 673-2213,http://www.ritterantik.com/index.php,Not Available
Art Gallery,Rivington Bar & Art Gallery,174 Rivington St ,10002,(212) 253-7703,http://www.nyc.com/arts__attractions/rivington_bar__art_gallery.1676/whats_nearby.aspx,Not Available
Art Gallery,Robert Lee Morris Inc,400 W Broadway ,10012,(212) 431-9405,http://www.robertleemorris.com/contactus.php,Not Available
Art Gallery,Robert Mann Gallery,210 11th Ave ,10001,(212) 989-7600,http://www.robertmann.com/,Not Available
Art Gallery,Robert Miller Gallery Inc,526 W 26th St ,10001,(212) 366-4774,http://www.robertmillergallery.com/index2.html,Not Available
Art Gallery,Robert Steele Gallery,511 W 25th St ,10001,(212) 243-0165,http://www.robertsteelegallery.com/,Not Available
Art Gallery,Robertson African Arts,36 W 22nd St Apt 4,10010,(212) 206-0912,http://wap.outalot.com/listings/314463-Robertson-African-Arts,Not Available
Art Gallery,Rogallerycom,300 East 74th Street ,10021,(212) 732-6887,http://www.auction-directory.info/auction/rogallerycom-300-east-74th-street-new-york-ny-212-732-6887/1283,Not Available
Art Gallery,Ronald Feldman Fine Arts,31 Mercer St ,10013,(212) 226-3232,http://www.feldmangallery.com/pages/home_frame.html,Not Available
Art Gallery,Roosevelt Island Visual Arts Assoc,527 Main St ,10044,(212) 308-6630,http://rivaa.com/,Not Available
Art Gallery,Rosen Andrea Gallery Inc,525 W 24th St ,10011,(212) 627-6000,http://www.andrearosengallery.com/,Not Available
Art Gallery,Rosenberg & Kaufman Fine Art,115 Wooster St ,10012,(212) 431-4838,http://www.robertkuszek.com/,Not Available
Art Gallery,Rosenberg Paul & Co,20 E 79th St ,10021,(212) 472-1134,http://local.botw.org/New_York/New_York/Rosenberg_Paul_and_Co/11505286.html,Not Available
Art Gallery,Ross Luise Gallery,511 West 25 Street ,10001,(212) 343-2161,http://www.luiserossgallery.com/,Not Available
Art Gallery,Roth,160A E 70th St ,10021,(212) 717-9067,http://www.andrewroth.com/,Not Available
Art Gallery,Rotunda Gallery,33 Clinton St ,11201,(718) 875-4047,http://www.nyc-arts.org/organizations/1668/rotunda-gallery,Not Available
Art Gallery,Royal Fine Art,1158 Lexington Ave ,10021,(212) 452-4297,http://m.nyc.com/arts__attractions/royal_fine_art.361/map_location.aspx,Not Available
Art Gallery,Royal-Athena Galleries,153 E 57th St Ph,10022,(212) 355-2033,http://www.royalathena.com/,Not Available
Art Gallery,Rudolph De Paola Art Gallery,6 Parrott Pl ,11228,(718) 238-6026,http://www.merchantcircle.com/business/Rudolph.de.Paola.Art.Gallery.718-238-6026,Not Available
Art Gallery,Ruesch Jeffrey Fine Arts,134 Spring St Fl 2,10012,(212) 925-1137,http://www.rateitall.com/i-410032-ruesch-jeffrey-fine-arts.aspx,Not Available
Art Gallery,Russeck Gallery,478 W Broadway ,10012,(212) 475-9939,http://local.botw.org/New_York/New_York/Russeck_Gallery/11582297.html,Not Available
Art Gallery,Russian World,18 W 55th St ,10019,(212) 399-6500,http://www.nyc.com/arts__attractions/russian_world.1710/map_location.aspx,Not Available
Art Gallery,S & A Art Gallery Inc,1248 Lexington Ave ,10028,(212) 794-5251,http://www.masterseek.com/id/48817904/S-and-A-Art-Gallery.htm,Not Available
Art Gallery,S 2 Editions Ltd,155 Ave of the Americas ,10013,(212) 206-7345,http://www.nyc.com/arts__attractions/s_2_editions_ltd.958/editorial_review.aspx,Not Available
Art Gallery,S E Art & Design Inc,232 E 59th St ,10022,(212) 980-1914,http://www.seartanddesign.com/contactus.html,Not Available
Art Gallery,Sabarsky Serge Gallery,58 E 79th St ,10021,(212) 628-6281,http://local.botw.org/New_York/New_York/Sabarsky_Serge_Gallery/11637783.html,Not Available
Art Gallery,Sabbatique Ltd,10 Waterside Plz ,10010,(212) 213-9344,http://www.sabbatiqueltd.com/contact.htm,Not Available
Art Gallery,Sabrina Enterprise.Com Artworks Sales and Rprdctns,10022 32nd Ave ,11369,(718) 335-5088,http://www.nyc.com/arts__attractions/sabrina_enterprisecom_artworks_sales_and_rprdctns.1874/editorial_review.aspx,Not Available
Art Gallery,Sacks Fine Art,229 East 60th Street ,10022,(212) 333-7755,http://sacksfineart.com/,Not Available
Art Gallery,Safani Gallery Inc,980 Madison Ave ,10021,(212) 570-6360,http://local.botw.org/New_York/New_York/Safani_Gallery_Inc/56446980.html,Not Available
Art Gallery,Salz Trager Janet,700 Park Ave ,10021,(212) 744-6080,http://metroproper.com/business/profile/view/&id=59220,Not Available
Art Gallery,Sam's Souk,979 Lexington Ave ,10021,(212) 535-7210,http://www.manta.com/coms2/dnbcompany_8m39fn,Not Available
Art Gallery,Sanada Ikkanart Intl,30 E 85th St ,10028,(212) 734-3055,http://local.botw.org/New_York/New_York/Sanada_Ikkanart_Intl/154034137.html,Not Available
Art Gallery,Sands & Company Inc Fine Art At Madison Av,30 E 76th St ,10021,(212) 988-3900,http://www.nyc.com/arts__attractions/sands__company_inc_fine_art_at_madison_av.848/editorial_review.aspx,Not Available
Art Gallery,Sara Meltzer On View,588 Broadway #612,10012,(212) 343-8256,http://www.sarameltzergallery.com/artist.php?artist=tallichet&p=cv,Not Available
Art Gallery,Sarafina Inc,411 Myrtle Ave ,11205,(718) 522-1083,http://m.nyc.com/arts__attractions/sarafina_inc.739/whats_nearby.aspx?sec=att,Not Available
Art Gallery,Sarajo Inc,130 Greene St ,10012,(212) 966-6156,http://www.yelp.com/biz/sarajo-inc-new-york,Not Available
Art Gallery,Sarina Tang Fine Art,535 W 23rd St ,10011,(212) 242-9001,http://web2.userinstinct.com/30817016-sarina-tang-fine-art.htm,Not Available
Art Gallery,Savacou Galleries,240 E 13th St ,10003,(212) 473-6904,http://www.artchain.com/cgi-bin/showorganization.cgi?org=150,Not Available
Art Gallery,Sayn-Wittgenstein,155 E 72nd St ,10021,(212) 288-1493,http://www.sw-fineart.com/,Not Available
Art Gallery,Schellmann Editions,210 11th Ave ,10001,(212) 219-1821,http://www.editionschellmann.com/,Not Available
Art Gallery,Schickler Howard Fine Art,100 Water St ,11201,(212) 431-6363,http://www.schicklerart.com/,Not Available
Art Gallery,Schillay Fine Art,520 E 72nd St ,10021,(212) 861-8353,http://www.schillay.com/contact.html,Not Available
Art Gallery,Schiller & Bodo Fine Art,120 E 65th St ,10021,(212) 772-8627,http://www.schillerandbodo.com/,Not Available
Art Gallery,Schlesinger Gallery,24 E 73rd St ,10021,(212) 734-3600,http://newyork.maplist.org/viewthread.php?tid=442872,Not Available
Art Gallery,Scholten Japanese Art,63 E 66th St ,10021,(212) 585-0474,http://www.artinfo.com/galleryguide/19648/6194/scholten-japanese-art-new-york/inventory/,Not Available
Art Gallery,Schonfeld R D & Co Inc,349 E 49th St Apt 6B,10017,(212) 755-7005,http://www.nyc.com/arts__attractions/schonfeld_r_d__co_inc.288/whats_nearby.aspx,Not Available
Art Gallery,Sculpture Center,44-19 Purves St ,11101,(718) 361-1750,http://www.sculpture-center.org/,Not Available
Art Gallery,Sean Kelly Inc,526 W 29th St ,10001,(212) 239-1181,http://www.skny.com/,Not Available
Art Gallery,Sears-Peyton Gallery,210 11th Ave ,10001,(212) 966-7469,http://www.searspeyton.com/html/home.asp,Not Available
Art Gallery,Seaside Summer Concert Series Inc,572 Flatbush Ave ,11225,(718) 469-1912,http://www.nyc.com/arts__attractions/seaside_summer_concert_series_inc.1588/editorial_review.aspx,Not Available
Art Gallery,Second Ave Art Expo,980 2nd Ave ,10022,(212) 223-9095,http://www.merchantcircle.com/business/Second.Ave.Art.Expo.212-223-9095,Not Available
Art Gallery,Seibold Eleanor,1601 York Ave ,10028,(212) 988-4731,http://www.nyc.com/arts__attractions/seibold_eleanor.1833/map_location.aspx,Not Available
Art Gallery,Senior & Shopmaker,21 E 26th St ,10010,(212) 213-6767,http://www.seniorandshopmaker.com/,Not Available
Art Gallery,Sepia International Inc the,148 W 24th St Fl 11,10011,(212) 645-9444,http://www.sepia.org/,Not Available
Art Gallery,Serbin Inna,342 E 77th St ,10021,(212) 249-5252,http://www.nyc.com/arts__attractions/serbin_inna.1675/whats_nearby.aspx,Not Available
Art Gallery,Serger Helen La Boetie,9 E 82ND ST STE 3A,10028,(212) 535-4865,http://boundlessgallery.com/directory/gallery/618/Helen-Serger-LA-Boetie,Not Available
Art Gallery,Seven Colors,555 5th Ave ,10017,(212) 681-9091,http://www.livevillage.com/newyork/art/seven-colors.html,Not Available
Art Gallery,Shades of Art,47 Flatbush Ave ,11217,(718) 834-0084,http://www.merchantcircle.com/business/Shades.of.Art.718-834-0084,Not Available
Art Gallery,Shainman Jack Gallery,513 W 20th St ,10011,(212) 645-1701,http://www.jackshainman.com/,Not Available
Art Gallery,Shapolsky Anita Gallery,152 E 65th St ,10021,(212) 452-1094,http://www.anitashapolskygallery.com/,Not Available
Art Gallery,Shawn Dulaney Studio,34 W 22nd St ,10010,(212) 255-7986,http://www.shawndulaney.com/,Not Available
Art Gallery,Shepherd & Derom Galleries,58 E 79th St ,10021,(212) 861-4050,http://www.shepherdgallery.com/feature.html,Not Available
Art Gallery,Shickman H Gallery,220 E 72nd St ,10021,(212) 249-3800,http://whrrl.com/place/1220422/shickman-h-gallery-new-york,Not Available
Art Gallery,Shulman B & M Inc,2623 Avenue U ,11229,(718) 646-6022,http://brooklyn.citysearch.com/profile/601893311/brooklyn_ny/b_m_shulman_inc.html,Not Available
Art Gallery,Sigrid Freundorfer Fine Art,790 Madison Ave ,10021,(212) 517-9700,http://oneartworld.com/Sigrid+Freundorfer+Fine+Art.html,Not Available
Art Gallery,Silverstein Gallery Inc,520 West 21st St ,10011,(212) 929-4300,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489CC5FF-3048-28EB-9213D9BD1A052B8E,Not Available
Art Gallery,Simply Marvelous Art,159-15 Jamaica Ave ,11432,(718) 291-9862,http://www.simplymarvelousart.com/,Not Available
Art Gallery,Skoto Gallery,529 W 20th St ,10011,(212) 352-8058,http://www.skotogallery.com/homepage,Not Available
Art Gallery,Sloan McGill Collection,150 Midwood St ,11225,(718) 469-1930,http://www.nyc.com/arts__attractions/sloan_mcgill_collection.1894/editorial_review.aspx,Not Available
Art Gallery,Smack Mellon Studios,92 Plymouth St ,11201,(718) 422-0989,http://www.smackmellon.org/,Not Available
Art Gallery,Smith Gallery,447 W 24th St ,10011,(212) 744-6171,http://www.nyc.com/arts__attractions/smith_gallery.185/editorial_review.aspx,Not Available
Art Gallery,Society For Renewal of Christian Art,217 E 66th St ,10021,(212) 288-8186,http://www.nyc.com/arts__attractions/society_for_renewal_of_christian_art.340/editorial_review.aspx,Not Available
Art Gallery,Soho 20,511 W 25th St ,10001,(212) 367-8994,http://www.soho20gallery.com/New/exhibitions.html,Not Available
Art Gallery,Soho Photo Gallery,15 White St ,10013,(212) 226-8571,http://www.sohophoto.com/,Not Available
Art Gallery,Soldwedel Kipp,470 Park Ave ,10022,(212) 759-1175,http://www.ziphip.com/soldwedel+kipp.9.7196845p.home.html,Not Available
Art Gallery,Soloman & Co Fine Art Gallerie,959 Madison Ave ,10021,(212) 737-8200,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489DA839-3048-28EB-923E97BA2BE7589F,Not Available
Art Gallery,Sonnabend Gallery Inc,532 W 22nd St ,10011,(212) 627-1018,http://www.artnet.com/sonnabend.html,Not Available
Art Gallery,Soufer Gallery,1015 Madison Ave ,10075,(212) 628-3225,http://www.soufergallery.com/,Not Available
Art Gallery,Spencer Brownstone Gallery,39 Wooster St. ,10013,(212) 334-3455,http://www.spencerbrownstonegallery.com/000mailing.html,Not Available
Art Gallery,Sperone Westwater,121 Greene St ,10012,(212) 253-0648,http://www.speronewestwater.com/cgi-bin/iowa/index.html,Not Available
Art Gallery,Spring,126 Front St ,11201,(718) 222-1054,http://www.spring3d.net/,Not Available
Art Gallery,Sragow Ellen Ltd,153 West 27th Street Room #505,10001,(212) 219-1793,http://www.sragowgallery.com/,Not Available
Art Gallery,St Etienne Galerie,24 W 57th St ,10019,(212) 245-6734,http://www.gseart.com/,Not Available
Art Gallery,Staley-Wise Gallery,560 Broadway ,10012,(212) 966-6223,http://www.staleywise.com,Not Available
Art Gallery,Start,50 Greene St ,10013,(212) 431-2414,http://www.livevillage.com/newyork/art/start.html,Not Available
Art Gallery,State of Art,113 Franklin St ,11222,(718) 349-7250,http://www.merchantcircle.com/blogs/State.of.Art.718-349-7250,Not Available
Art Gallery,Steigrad Lawrence Fine Arts,23 E 69th St # 4F,10021,(212) 517-3643,http://www.steigrad.com/,Not Available
Art Gallery,Stein Gertrude Gallery,200 West 57th Street ,10019,(212) 535-0600,http://www.gallerygertrudestein.com/contact.htm,Not Available
Art Gallery,Stephen Downes Gallery,377 Broome St ,10013,(212) 274-9194,http://www.nyc.com/arts__attractions/stephen_downes_gallery.263/editorial_review.aspx,Not Available
Art Gallery,Stewart Waltzer Co,200 W Houston St Apt 3D,10014,(212) 675-4949,http://www.manta.com/coms2/dnbcompany_jr0lm4,Not Available
Art Gallery,Storefront For Art and Architecture,97 Kenmare St ,10012,(212) 431-5795,http://www.storefrontnews.org/,Not Available
Art Gallery,"Stricoff Fine Art, Ltd.",564 W 25th St ,10001,(212) 219-3977,http://www.stricoff.com/,Not Available
Art Gallery,Studio Gallery,205 W 88th St ,10024,(212) 579-4654,http://www.merchantcircle.com/business/Studio.Gallery.212-579-4654,Not Available
Art Gallery,Studio Tamar,152 E 22nd St ,10010,(212) 529-4247,http://www.upspring.com/studio-tamar-new-york-ny.html,Not Available
Art Gallery,Stux Gallery,530 W 25th St ,10001,(212) 352-1600,http://www.stuxgallery.com,Not Available
Art Gallery,Sugarhill Arts Center,3658 Broadway ,10031,(212) 491-5890,http://www.theartproject.net/pages/126yp_awaken.htm,Not Available
Art Gallery,Suite 106,112 Mercer St ,10012,(212) 274-9166,http://www.art-search.us/listing/22923/suite-106-gallery,Not Available
Art Gallery,Sun Yi Jun,83 Bowery ,10002,(212) 625-1910,http://www.nyc.com/arts__attractions/sun_yi_jun.821/editorial_review.aspx,Not Available
Art Gallery,Susan Aberbach Fine Art,41 E 57th St ,10022,(212) 207-4600,http://www.saberbach.com/site.html,Not Available
Art Gallery,Susan Megson Gallery,456 W Broadway ,10012,(212) 254-8090,http://web2.userinstinct.com/31111920-susan-megson-gallery.htm,Not Available
Art Gallery,Susan Rolfe Associates Fine Arts Ltd,654 Madison Ave ,10021,(212) 688-7184,http://www.merchantcircle.com/business/Susan.Rolfe.Associates.Fine.Arts.Limited.212-688-7184,Not Available
